ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification
US00090Q1031,BFWCP81,ADT Inc.,USD,32761,0.042258,United States,6.28,Consumer Discretionary,Diversified Consumer Services
US8965221091,2904627,Trinity Industries Inc.,USD,7526,0.042046,United States,27.2,Industrials,Machinery
US49714P1084,BD1MGQ3,Kinsale Capital Group Inc.,USD,459,0.041995,United States,445.44,Financials,Insurance
JE00BJJN4441,BJJN444,Clarivate PLC,USD,27758,0.041962,United States,7.36,Industrials,Professional Services
US13765N1072,BFMQPR2,Cannae Holdings Inc.,USD,9948,0.041928,United States,20.52,Financials,Financial Services
US92764N1028,BK4PZ38,Vir Biotechnology Inc.,USD,21495,0.04181,United States,9.47,Health Care,Biotechnology
US00773T1016,BYMMZL7,Advansix Inc.,USD,7346,0.041795,United States,27.7,Materials,Chemicals
US18538R1032,B3K9Z35,Clearwater Paper Corporation,USD,4822,0.041776,United States,42.18,Materials,Paper & Forest Products
US16934Q2084,BVZCNC0,Chimera Investment Corporation,USD,45783,0.041752,United States,4.44,Financials,Mortgage Real Estate Investment Trusts (Reits)
US6378701063,BWWCK85,National Storage Affiliates Trust,USD,5431,0.041676,United States,37.36,Real Estate,Specialized Reits
US80689H1023,BYVN953,Schneider National Inc. Class B,USD,9097,0.041668,United States,22.3,Industrials,Ground Transportation
US00164V1035,B4MG4Z6,AMC Networks Inc. Class A,USD,17254,0.041499,United States,11.71,Communication Services,Media
US3020811044,B07LST0,ExlService Holdings Inc.,USD,6553,0.041173,United States,30.59,Industrials,Professional Services
US1442851036,2177504,Carpenter Technology Corporation,USD,2603,0.041168,United States,77,Materials,Metals & Mining
US64115T1043,2447285,NetScout Systems Inc.,USD,9698,0.041134,United States,20.65,Information Technology,Communications Equipment
US1124631045,B0PZN33,Brookdale Senior Living Inc.,USD,30411,0.041038,United States,6.57,Health Care,Health Care Providers & Services
US58502B1061,2677640,Pediatrix Medical Group Inc.,USD,21622,0.040991,United States,9.23,Health Care,Health Care Providers & Services
US70202L1026,BJN4N02,Parsons Corporation,USD,2403,0.040971,United States,83.01,Industrials,Professional Services
US0889291045,BRJTVC5,BGC Group Inc. Class A,USD,24753,0.040928,United States,8.05,Financials,Capital Markets
US50060P1066,B0X46B1,Koppers Holdings Inc.,USD,3617,0.040905,United States,55.06,Materials,Chemicals
US26884U1097,B8XXZP1,EPR Properties,USD,4795,0.040794,United States,41.42,Real Estate,Specialized Reits
US74727A1043,2714257,QCR Holdings Inc.,USD,3453,0.040724,United States,57.42,Financials,Banks
US20786W1071,BNQ4YF9,ConnectOne Bancorp Inc.,USD,10588,0.040624,United States,18.68,Financials,Banks
US67018T1051,2616870,Nu Skin Enterprises Inc. Class A,USD,15840,0.040604,United States,12.48,Consumer Staples,Personal Care Products
US63633D1046,2626125,National Health Investors Inc.,USD,3328,0.040542,United States,59.31,Real Estate,Health Care Reits
US91851C2017,2933353,VAALCO Energy Inc.,USD,27221,0.04048,United States,7.24,Energy,Oil Gas & Consumable Fuels
US9780971035,2977500,Wolverine World Wide Inc.,USD,20003,0.040469,United States,9.85,Consumer Discretionary,Textiles Apparel & Luxury Goods
US5679081084,2250353,MarineMax Inc.,USD,6610,0.040391,United States,29.75,Consumer Discretionary,Specialty Retail
US29082K1051,BMXWYR1,Embecta Corporation,USD,15386,0.040388,United States,12.78,Health Care,Health Care Equipment & Supplies
US1921085049,2208136,Coeur Mining Inc.,USD,45245,0.040333,United States,4.34,Materials,Metals & Mining
US44925C1036,B1FP363,ICF International Inc.,USD,1339,0.040242,United States,146.32,Industrials,Professional Services
US7194051022,2687315,Photronics Inc.,USD,7022,0.040226,United States,27.89,Information Technology,Semiconductors & Semiconductor Equipment
US41068X1000,B9HHD96,Hannon Armstrong Sustainable Infrastructure Capital Inc.,USD,7332,0.039969,United States,26.54,Financials,Mortgage Real Estate Investment Trusts (Reits)
US25432X1028,BMFZ702,Dime Community Bancshares Inc.,USD,10677,0.039869,United States,18.18,Financials,Banks
US74624M1027,BYZ62T3,Pure Storage Inc. Class A,USD,3682,0.039788,United States,52.61,Information Technology,Technology Hardware Storage & Peripherals
US0042391096,2566522,Acadia Realty Trust,USD,11865,0.039748,United States,16.31,Real Estate,Retail Reits
US8960951064,2904133,TriCo Bancshares,USD,5619,0.039679,United States,34.38,Financials,Banks
US95058W1009,B3NXMJ9,Wendy's Company,USD,10582,0.039471,United States,18.16,Consumer Discretionary,Hotels Restaurants & Leisure
US1248051021,2730781,CBIZ Inc.,USD,2538,0.03941,United States,75.6,Industrials,Professional Services
US6404911066,2630085,Neogen Corp,USD,13627,0.039409,United States,14.08,Health Care,Health Care Equipment & Supplies
US8589271068,BQBCZY5,Stellar Bancorp Inc.,USD,8248,0.039388,United States,23.25,Financials,Banks
US40637H1095,2975098,Halozyme Therapeutics Inc.,USD,4822,0.03935,United States,39.73,Health Care,Biotechnology
US0375981091,2046176,Apogee Enterprises Inc.,USD,3275,0.039304,United States,58.43,Industrials,Building Products
US68162K1060,2659013,Olympic Steel Inc.,USD,2695,0.03918,United States,70.78,Materials,Metals & Mining
US22410J1060,2231091,Cracker Barrel Old Country Store Inc.,USD,2889,0.03895,United States,65.64,Consumer Discretionary,Hotels Restaurants & Leisure
US71844V2016,BN48ZR2,Phillips Edison & Company Inc.,USD,5573,0.038942,United States,34.02,Real Estate,Retail Reits
US00081T1088,B0G7SZ5,ACCO Brands Corporation,USD,36099,0.038927,United States,5.25,Industrials,Commercial Services & Supplies
US55277P1049,2554163,MGE Energy Inc.,USD,2421,0.038896,United States,78.22,Utilities,Electric Utilities
US14057J1016,B3KWJV0,Capitol Federal Financial Inc.,USD,33989,0.038886,United States,5.57,Financials,Banks
US4281031058,BKPK695,Hess Midstream LP Class A,USD,5197,0.038695,United States,36.25,Energy,Oil Gas & Consumable Fuels
US0123481089,2012757,Albany International Corp. Class A,USD,2113,0.038683,United States,89.13,Industrials,Machinery
US78351F1075,BNXKSK3,Ryan Specialty Holdings Inc. Class A,USD,3632,0.038658,United States,51.82,Financials,Insurance
US12662P1084,B23PS12,CVR Energy Inc.,USD,5034,0.038546,United States,37.28,Energy,Oil Gas & Consumable Fuels
US4050241003,2401195,Haemonetics Corporation,USD,2207,0.038482,United States,84.89,Health Care,Health Care Equipment & Supplies
US1474481041,2120490,Casella Waste Systems Inc. Class A,USD,1996,0.03848,United States,93.86,Industrials,Commercial Services & Supplies
US5138471033,2503206,Lancaster Colony Corporation,USD,915,0.038435,United States,204.51,Consumer Staples,Food Products
US67011P1003,BMH0MV1,DNOW Inc.,USD,12532,0.03843,United States,14.93,Industrials,Trading Companies & Distributors
US98980F1049,BMWF095,ZoomInfo Technologies Inc,USD,12406,0.038426,United States,15.08,Communication Services,Interactive Media & Services
US66765N1054,BFNR303,Northwest Natural Holding Co.,USD,5087,0.038398,United States,36.75,Utilities,Gas Utilities
US5006881065,BHK15K6,Kosmos Energy Ltd.,USD,31066,0.038158,United States,5.98,Energy,Oil Gas & Consumable Fuels
KYG4740B1059,BD2B5Y0,Ichor Holdings Ltd.,USD,4907,0.038098,United States,37.8,Information Technology,Semiconductors & Semiconductor Equipment
US6710441055,2111579,OSI Systems Inc.,USD,1321,0.038073,United States,140.32,Information Technology,Electronic Equipment Instruments & Components
US92686J1060,BQQG1V1,Viking Therapeutics Inc.,USD,2515,0.038061,United States,73.68,Health Care,Biotechnology
US9295661071,2932048,Wabash National Corporation,USD,6494,0.038015,United States,28.5,Industrials,Machinery
US91823B1098,BMDJ3B9,UWM Holdings Corp. Class A,USD,28694,0.038014,United States,6.45,Financials,Financial Services
US03957W1062,BYRGSX7,Archrock Inc.,USD,8778,0.037989,United States,21.07,Energy,Energy Equipment & Services
US03168L1052,BFNF1D6,Amneal Pharmaceuticals Inc. Class A,USD,31020,0.037974,United States,5.96,Health Care,Pharmaceuticals
US5116371007,2620031,Lakeland Bancorp Inc.,USD,15579,0.037951,United States,11.86,Financials,Banks
US3746891072,2369226,Gibraltar Industries Inc.,USD,2378,0.037863,United States,77.52,Industrials,Building Products
US4586653044,B86V808,Interface Inc.,USD,11156,0.037831,United States,16.51,Industrials,Commercial Services & Supplies
US6247581084,B15RZR4,Mueller Water Products Inc. Class A,USD,11901,0.037815,United States,15.47,Industrials,Machinery
US5766901012,2149622,Materion Corporation,USD,1456,0.037645,United States,125.88,Materials,Metals & Mining
US52736R1023,BHRWS81,Levi Strauss & Co. Class A,USD,8686,0.037412,United States,20.97,Consumer Discretionary,Textiles Apparel & Luxury Goods
US9043112062,BDF9YM2,Under Armour Inc. Class C,USD,27396,0.037307,United States,6.63,Consumer Discretionary,Textiles Apparel & Luxury Goods
US74052F1084,BLFBX72,Premier Financial Corp.,USD,9351,0.037299,United States,19.42,Financials,Banks
US74965L1017,B3PY1N7,RLJ Lodging Trust,USD,15559,0.037199,United States,11.64,Real Estate,Hotel & Resort Reits
US8068821060,2821298,Radius Recycling Inc. Class A,USD,9227,0.037165,United States,19.61,Materials,Metals & Mining
US9043111072,B0PZN11,Under Armour Inc. Class A,USD,26193,0.037122,United States,6.9,Consumer Discretionary,Textiles Apparel & Luxury Goods
US72919P2020,2508386,Plug Power Inc.,USD,57174,0.036992,United States,3.15,Industrials,Electrical Equipment
US7473161070,2715186,Quaker Houghton,USD,917,0.036962,United States,196.24,Materials,Chemicals
US10948C1071,BG0ZML1,BrightView Holdings Inc.,USD,15389,0.03695,United States,11.69,Industrials,Commercial Services & Supplies
US59100U1088,2420316,Pathward Financial Inc.,USD,3554,0.036835,United States,50.46,Financials,Banks
US7244791007,2690506,Pitney Bowes Inc.,USD,42985,0.036817,United States,4.17,Industrials,Commercial Services & Supplies
US29260Y1091,BJQ05Y5,Endeavor Group Holdings Inc. Class A,USD,6800,0.036775,United States,26.33,Communication Services,Entertainment
MHY2187A1507,BKY4308,Eagle Bulk Shipping Inc,USD,2863,0.036677,United States,62.37,Industrials,Marine Transportation
US53803X1054,BYN5Z59,Live Oak Bancshares Inc.,USD,4509,0.036675,United States,39.6,Financials,Banks
US05990K1060,BCD47X4,Banc of California Inc.,USD,12228,0.036669,United States,14.6,Financials,Banks
US5949724083,2974329,MicroStrategy Incorporated Class A,USD,110,0.036498,United States,1615.42,Information Technology,Software
US55345K1034,B7M66F1,MRC Global Inc.,USD,14085,0.036336,United States,12.56,Industrials,Trading Companies & Distributors
US8684591089,B72ZBG4,Supernus Pharmaceuticals Inc.,USD,5320,0.036322,United States,33.24,Health Care,Pharmaceuticals
PR30040P1032,B7KY3Z6,EVERTEC Inc.,USD,4601,0.036318,United States,38.43,Financials,Financial Services
US7403674044,2763602,Preferred Bank,USD,2373,0.036307,United States,74.49,Financials,Banks
US05945F1030,2078782,BancFirst Corporation,USD,2084,0.036234,United States,84.65,Financials,Banks
US5898891040,2580555,Merit Medical Systems Inc.,USD,2451,0.036217,United States,71.94,Health Care,Health Care Equipment & Supplies
US65406E1029,2012865,Nicolet Bankshares Inc.,USD,2146,0.036096,United States,81.89,Financials,Banks
US55405Y1001,B5B15Y5,MACOM Technology Solutions Holdings Inc.,USD,1783,0.036095,United States,98.56,Information Technology,Semiconductors & Semiconductor Equipment
US98585X1046,BGR7KH2,YETI Holdings Inc.,USD,4633,0.036075,United States,37.91,Consumer Discretionary,Leisure Products
US87918A1051,BYQRFY1,Teladoc Health Inc.,USD,12244,0.035837,United States,14.25,Health Care,Health Care Technology
US35138V1026,BCRY5K3,Fox Factory Holding Corp.,USD,3718,0.035648,United States,46.68,Consumer Discretionary,Automobile Components
KYG8232Y1017,BYPBTG4,SMART Global Holdings Inc.,USD,6789,0.035544,United States,25.49,Information Technology,Semiconductors & Semiconductor Equipment
US8269191024,2568131,Silicon Laboratories Inc.,USD,1312,0.035528,United States,131.84,Information Technology,Semiconductors & Semiconductor Equipment
US75700L1089,BYY9947,Red Rock Resorts Inc. Class A,USD,2890,0.035527,United States,59.85,Consumer Discretionary,Hotels Restaurants & Leisure
US1630721017,2192392,Cheesecake Factory Incorporated,USD,4956,0.035516,United States,34.89,Consumer Discretionary,Hotels Restaurants & Leisure
US69007J1060,BSP6611,OUTFRONT Media Inc.,USD,10578,0.035502,United States,16.34,Real Estate,Specialized Reits
US18270D1063,BNTW041,Claros Mortgage Trust Inc.,USD,18462,0.035456,United States,9.35,Financials,Mortgage Real Estate Investment Trusts (Reits)
US89679E3009,BS7T2S7,Triumph Financial Inc.,USD,2245,0.035322,United States,76.6,Financials,Banks
US78648T1007,2958538,Safety Insurance Group Inc.,USD,2140,0.035283,United States,80.27,Financials,Insurance
US00827B1061,BMF9NM8,Affirm Holdings Inc. Class A,USD,5336,0.035193,United States,32.11,Financials,Financial Services
US4771431016,2852760,JetBlue Airways Corporation,USD,25121,0.035035,United States,6.79,Industrials,Airlines
US0113111076,2021634,Alamo Group Inc.,USD,783,0.034801,United States,216.39,Industrials,Machinery
US6359061008,2139731,National HealthCare Corporation,USD,1856,0.034759,United States,91.18,Health Care,Health Care Providers & Services
US8803451033,2883641,Tennant Company,USD,1395,0.03467,United States,121,Industrials,Machinery
US9255501051,BYXB201,Viavi Solutions Inc,USD,19087,0.034617,United States,8.83,Information Technology,Communications Equipment
US42330P1075,2037062,Helix Energy Solutions Group Inc.,USD,14533,0.034358,United States,11.51,Energy,Energy Equipment & Services
US7097891011,2679419,Peoples Bancorp Inc.,USD,5935,0.034316,United States,28.15,Financials,Banks
US0846801076,2606570,Berkshire Hills Bancorp Inc.,USD,7542,0.034096,United States,22.01,Financials,Banks
US42722X1063,2619880,Heritage Financial Corporation,USD,8993,0.033858,United States,18.33,Financials,Banks
BMG8192H1060,BMCQX44,SiriusPoint Ltd,USD,13097,0.033841,United States,12.58,Financials,Insurance
US2383371091,B8SW166,Dave & Buster's Entertainment Inc.,USD,2530,0.03383,United States,65.1,Consumer Discretionary,Hotels Restaurants & Leisure
US29249E1091,BNZFTG9,Enact Holdings Inc,USD,5332,0.03348,United States,30.57,Financials,Financial Services
US0003611052,2001119,AAR CORP.,USD,2690,0.033201,United States,60.09,Industrials,Aerospace & Defense
US8610251048,BLY2FB4,Stock Yards Bancorp Inc.,USD,3444,0.03312,United States,46.82,Financials,Banks
US71363P1066,BKRQQR9,Perdoceo Education Corporation,USD,9275,0.03311,United States,17.38,Consumer Discretionary,Diversified Consumer Services
US26817Q8868,BJN4K01,Dynex Capital Inc.,USD,13247,0.033032,United States,12.14,Financials,Mortgage Real Estate Investment Trusts (Reits)
US76171L1061,BKV9674,Reynolds Consumer Products Inc,USD,5685,0.03294,United States,28.21,Consumer Staples,Household Products
US6914973093,2665300,Oxford Industries Inc.,USD,1528,0.032882,United States,104.77,Consumer Discretionary,Textiles Apparel & Luxury Goods
US4404071049,2949316,Horizon Bancorp Inc.,USD,13392,0.032733,United States,11.9,Financials,Banks
US2946001011,BFMWBV6,Equitrans Midstream Corporation,USD,12785,0.03272,United States,12.46,Energy,Oil Gas & Consumable Fuels
US4219061086,2417619,Healthcare Services Group Inc.,USD,12962,0.032694,United States,12.28,Industrials,Commercial Services & Supplies
US9152711001,2690636,Univest Financial Corporation,USD,8073,0.032583,United States,19.65,Financials,Banks
US88076W1036,B247H10,Teradata Corporation,USD,4103,0.032547,United States,38.62,Information Technology,Software
US3463751087,2891826,FormFactor Inc.,USD,3484,0.03251,United States,45.43,Information Technology,Semiconductors & Semiconductor Equipment
US91704F1049,BTPSGQ9,Urban Edge Properties,USD,9523,0.03247,United States,16.6,Real Estate,Retail Reits
US1005571070,2113393,Boston Beer Company Inc. Class A,USD,534,0.032465,United States,295.99,Consumer Staples,Beverages
US1778351056,2161778,City Holding Company,USD,1552,0.032394,United States,101.62,Financials,Banks
US1653031088,2190750,Chesapeake Utilities Corporation,USD,1513,0.032354,United States,104.11,Utilities,Gas Utilities
